humidity,original_timestamp,processing_timestamp,sensor_id,source_partition,status,temperature,type
50.4,2025-04-11T07:40:33.073299,2025-04-11T07:40:33.077316,sensor_1,2,Normal,19.27,sensor
45.41,2025-04-11T07:40:35.087427,2025-04-11T07:40:35.090875,sensor_3,0,Low,18.23,sensor
48.26,2025-04-11T07:40:37.096173,2025-04-11T07:40:37.100105,sensor_5,1,Normal,19.46,sensor
54.52,2025-04-11T07:40:45.139502,2025-04-11T07:40:45.144672,sensor_2,2,Normal,20.18,sensor
54.53,2025-04-11T07:40:54.190339,2025-04-11T07:40:54.195018,sensor_5,1,Warning,24.93,sensor
50.43,2025-04-11T07:40:56.202529,2025-04-11T07:40:56.207432,sensor_3,0,Normal,19.58,sensor
51.66,2025-04-11T07:40:57.209276,2025-04-11T07:40:57.213163,sensor_3,1,Normal,21.31,sensor
47.21,2025-04-11T07:41:02.242682,2025-04-11T07:41:02.247431,sensor_1,1,Normal,23.81,sensor
45.28,2025-04-11T07:41:03.247837,2025-04-11T07:41:03.255731,sensor_4,0,Normal,19.46,sensor
47.8,2025-04-11T07:41:04.255749,2025-04-11T07:41:04.259790,sensor_3,2,Normal,20.3,sensor
53.12,2025-04-11T07:41:05.260593,2025-04-11T07:41:05.269705,sensor_3,0,Normal,23.32,sensor
49.92,2025-04-11T07:41:07.278370,2025-04-11T07:41:07.286980,sensor_2,1,Normal,23.26,sensor
50.45,2025-04-11T07:41:11.302792,2025-04-11T07:41:11.309059,sensor_3,1,Normal,21.37,sensor
40.28,2025-04-11T07:41:12.309705,2025-04-11T07:41:12.316464,sensor_3,1,Normal,21.22,sensor
43.92,2025-04-11T07:41:13.317063,2025-04-11T07:41:13.323466,sensor_4,1,Normal,20.11,sensor
56.21,2025-04-11T07:41:15.325841,2025-04-11T07:41:15.330911,sensor_2,1,Normal,20.04,sensor
43.46,2025-04-11T07:41:17.340225,2025-04-11T07:41:17.343835,sensor_2,0,Warning,24.42,sensor
48.36,2025-04-11T07:41:18.344728,2025-04-11T07:41:18.459418,sensor_5,2,Normal,21.95,sensor
44.38,2025-04-11T07:41:19.350259,2025-04-11T07:41:19.352626,sensor_5,0,Normal,23.91,sensor
48.43,2025-04-11T07:41:20.353867,2025-04-11T07:41:20.358299,sensor_5,0,Normal,19.7,sensor
48.3,2025-04-11T07:41:21.358671,2025-04-11T07:41:21.365847,sensor_1,2,Normal,21.84,sensor
47.71,2025-04-11T07:41:25.383751,2025-04-11T07:41:25.389686,sensor_4,1,Normal,22.52,sensor
55.69,2025-04-11T07:41:24.378418,2025-04-11T07:41:24.991900,sensor_1,1,Normal,21.27,sensor
44.06,2025-04-11T07:41:27.394911,2025-04-11T07:41:27.399811,sensor_5,1,Low,18.81,sensor
42.98,2025-04-11T07:41:29.407044,2025-04-11T07:41:29.414107,sensor_5,0,Warning,24.94,sensor
51.44,2025-04-11T07:41:30.414736,2025-04-11T07:41:30.419441,sensor_4,0,Normal,19.47,sensor
45.19,2025-04-11T07:41:32.425996,2025-04-11T07:41:32.432802,sensor_3,2,Normal,23.77,sensor
45.56,2025-04-11T07:41:36.453693,2025-04-11T07:41:36.458992,sensor_4,0,Warning,24.68,sensor
41.03,2025-04-11T07:41:38.465941,2025-04-11T07:41:38.471424,sensor_1,1,Normal,22.24,sensor
47.18,2025-04-11T07:41:40.476753,2025-04-11T07:41:40.483262,sensor_2,0,Normal,21.53,sensor
42.78,2025-04-11T07:41:46.519644,2025-04-11T07:41:46.525886,sensor_4,1,Normal,22.36,sensor
45.81,2025-04-11T07:41:48.534168,2025-04-11T07:41:48.539722,sensor_4,1,Low,18.82,sensor
52.9,2025-04-11T07:41:50.546851,2025-04-11T07:41:50.551593,sensor_3,0,Normal,22.73,sensor
51.05,2025-04-11T07:41:52.559755,2025-04-11T07:41:52.561867,sensor_1,0,Normal,23.18,sensor
51.98,2025-04-11T07:41:54.572686,2025-04-11T07:41:54.578920,sensor_4,2,Normal,19.19,sensor
54.61,2025-04-11T07:41:55.579594,2025-04-11T07:41:55.584966,sensor_1,0,Low,18.59,sensor
40.06,2025-04-11T07:41:57.593022,2025-04-11T07:41:57.604527,sensor_5,2,Normal,20.29,sensor
44.27,2025-04-11T07:41:58.606034,2025-04-11T07:41:58.614690,sensor_1,1,Low,18.09,sensor
55.89,2025-04-11T07:42:00.624269,2025-04-11T07:42:00.631791,sensor_3,1,Normal,21.14,sensor
53.56,2025-04-11T07:42:01.633066,2025-04-11T07:42:01.635876,sensor_1,1,Warning,24.03,sensor
52.5,2025-04-11T07:42:02.637445,2025-04-11T07:42:02.954671,sensor_5,0,Normal,23.45,sensor
48.18,2025-04-11T07:42:08.677259,2025-04-11T07:42:08.679733,sensor_1,2,Warning,24.89,sensor
50.46,2025-04-11T07:42:12.700449,2025-04-11T07:42:12.706492,sensor_5,0,Warning,24.25,sensor
53.59,2025-04-11T07:42:14.713616,2025-04-11T07:42:14.719674,sensor_3,1,Normal,20.29,sensor
57.58,2025-04-11T07:42:16.723806,2025-04-11T07:42:16.730310,sensor_2,1,Normal,20.46,sensor
54.52,2025-04-11T07:42:18.742442,2025-04-11T07:42:18.747007,sensor_5,2,Normal,19.48,sensor
51.58,2025-04-11T07:42:19.749088,2025-04-11T07:42:19.755213,sensor_5,1,Normal,22.22,sensor
59.56,2025-04-11T07:42:20.756690,2025-04-11T07:42:20.758162,sensor_1,2,Normal,21.75,sensor
48.26,2025-04-11T07:42:23.768903,2025-04-11T07:42:23.774781,sensor_2,1,Low,18.15,sensor
47.63,2025-04-11T07:42:24.778559,2025-04-11T07:42:24.785662,sensor_1,1,Normal,21.96,sensor
58.22,2025-04-11T07:42:26.791002,2025-04-11T07:42:26.795934,sensor_4,1,Normal,20.15,sensor
55.75,2025-04-11T07:42:27.797330,2025-04-11T07:42:27.802467,sensor_3,2,Warning,24.92,sensor
55.07,2025-04-11T07:42:28.803868,2025-04-11T07:42:28.807002,sensor_3,2,Low,18.86,sensor
46.92,2025-04-11T07:42:29.808960,2025-04-11T07:42:29.812433,sensor_4,0,Warning,24.83,sensor
44.6,2025-04-11T07:42:30.813714,2025-04-11T07:42:30.818387,sensor_2,0,Warning,24.86,sensor
46.57,2025-04-11T07:42:32.826712,2025-04-11T07:42:32.830127,sensor_2,1,Normal,20.2,sensor
44.14,2025-04-11T07:42:34.839599,2025-04-11T07:42:34.845857,sensor_5,1,Normal,21.13,sensor
53.49,2025-04-11T07:42:37.862853,2025-04-11T07:42:37.866641,sensor_4,0,Normal,19.67,sensor
40.84,2025-04-11T07:42:38.866822,2025-04-11T07:42:38.869940,sensor_2,2,Normal,22.37,sensor
59.3,2025-04-11T07:42:40.880342,2025-04-11T07:42:40.886693,sensor_1,0,Warning,24.56,sensor
43.64,2025-04-11T07:42:43.906711,2025-04-11T07:42:43.908222,sensor_2,2,Normal,21.05,sensor
56.32,2025-04-11T07:42:44.908823,2025-04-11T07:42:44.914929,sensor_2,0,Warning,24.46,sensor
51.49,2025-04-11T07:42:45.917553,2025-04-11T07:42:45.924074,sensor_1,0,Warning,24.04,sensor
53.31,2025-04-11T07:42:47.929574,2025-04-11T07:42:47.935247,sensor_4,2,Low,18.09,sensor
40.64,2025-04-11T07:42:50.954312,2025-04-11T07:42:50.957723,sensor_2,2,Warning,24.76,sensor
48.27,2025-04-11T07:42:53.969934,2025-04-11T07:42:53.975022,sensor_2,2,Warning,24.76,sensor
40.05,2025-04-11T07:42:54.977964,2025-04-11T07:42:54.983801,sensor_4,2,Normal,20.28,sensor
51.4,2025-04-11T07:42:55.986135,2025-04-11T07:42:55.996547,sensor_3,1,Normal,19.88,sensor
55.27,2025-04-11T07:43:00.020816,2025-04-11T07:43:00.027865,sensor_3,1,Normal,22.76,sensor
50.68,2025-04-11T07:43:02.036536,2025-04-11T07:43:02.044809,sensor_4,0,Normal,22.47,sensor
54.41,2025-04-11T07:43:04.053218,2025-04-11T07:43:04.059219,sensor_3,0,Normal,19.88,sensor
51.09,2025-04-11T07:43:06.067210,2025-04-11T07:43:06.073660,sensor_3,1,Normal,21.2,sensor
52.7,2025-04-11T07:43:09.086572,2025-04-11T07:43:09.095541,sensor_3,1,Normal,21.44,sensor
50.22,2025-04-11T07:43:11.103259,2025-04-11T07:43:11.104745,sensor_4,0,Normal,21.76,sensor
44.4,2025-04-11T07:43:14.123932,2025-04-11T07:43:14.129893,sensor_4,1,Normal,21.99,sensor
43.09,2025-04-11T07:43:16.139502,2025-04-11T07:43:16.145370,sensor_4,0,Normal,23.02,sensor
53.01,2025-04-11T07:43:18.154053,2025-04-11T07:43:18.160822,sensor_5,0,Normal,20.16,sensor
46.97,2025-04-11T07:43:20.167586,2025-04-11T07:43:20.174164,sensor_2,0,Normal,23.55,sensor
40.71,2025-04-11T07:43:24.200448,2025-04-11T07:43:24.208569,sensor_4,1,Normal,23.71,sensor
59.55,2025-04-11T07:43:26.216134,2025-04-11T07:43:26.218103,sensor_1,2,Normal,19.53,sensor
59.92,2025-04-11T07:43:29.230330,2025-04-11T07:43:29.237697,sensor_3,1,Normal,19.28,sensor
48.73,2025-04-11T07:43:33.252684,2025-04-11T07:43:33.258559,sensor_2,0,Normal,21.31,sensor
45.71,2025-04-11T07:43:35.265665,2025-04-11T07:43:35.271580,sensor_5,1,Normal,19.85,sensor
56.83,2025-04-11T07:43:37.284871,2025-04-11T07:43:37.290380,sensor_2,2,Normal,19.75,sensor
41.53,2025-04-11T07:43:39.299414,2025-04-11T07:43:39.304849,sensor_5,0,Normal,21.24,sensor
44.95,2025-04-11T07:43:41.313585,2025-04-11T07:43:41.319059,sensor_1,0,Low,18.28,sensor
57.8,2025-04-11T07:43:42.319778,2025-04-11T07:43:42.325568,sensor_1,0,Normal,19.37,sensor
56.09,2025-04-11T07:43:43.326893,2025-04-11T07:43:43.333315,sensor_3,0,Normal,19.22,sensor
57.33,2025-04-11T07:43:47.355948,2025-04-11T07:43:47.359015,sensor_4,1,Warning,24.14,sensor
57.91,2025-04-11T07:43:48.360030,2025-04-11T07:43:48.373081,sensor_4,2,Normal,19.47,sensor
53.32,2025-04-11T07:43:49.368658,2025-04-11T07:43:49.375290,sensor_1,1,Normal,20.45,sensor
46.11,2025-04-11T07:43:58.447602,2025-04-11T07:43:58.454797,sensor_5,0,Normal,23.32,sensor
40.01,2025-04-11T07:44:01.473641,2025-04-11T07:44:01.480106,sensor_3,1,Normal,23.4,sensor
56.3,2025-04-11T07:44:02.481289,2025-04-11T07:44:02.898278,sensor_3,2,Normal,23.75,sensor
57.99,2025-04-11T07:44:06.508083,2025-04-11T07:44:06.914872,sensor_2,1,Normal,19.77,sensor
47.73,2025-04-11T07:44:07.516557,2025-04-11T07:44:07.524047,sensor_1,1,Normal,21.94,sensor
50.3,2025-04-11T07:44:08.526095,2025-04-11T07:44:08.532371,sensor_5,2,Normal,20.13,sensor
40.17,2025-04-11T07:44:11.544980,2025-04-11T07:44:11.549803,sensor_2,2,Normal,21.45,sensor
41.85,2025-04-11T07:44:15.570157,2025-04-11T07:44:15.577537,sensor_5,1,Warning,24.99,sensor
55.36,2025-04-11T07:44:16.578545,2025-04-11T07:44:16.584061,sensor_1,2,Normal,19.29,sensor
53.58,2025-04-11T07:44:17.584949,2025-04-11T07:44:17.590117,sensor_4,0,Normal,23.76,sensor
57.17,2025-04-11T07:44:18.592337,2025-04-11T07:44:18.597949,sensor_5,2,Normal,19.27,sensor
52.34,2025-04-11T07:44:19.599071,2025-04-11T07:44:19.604955,sensor_5,2,Low,18.94,sensor
56.16,2025-04-11T07:44:20.606844,2025-04-11T07:44:21.021940,sensor_5,1,Normal,22.8,sensor
55.83,2025-04-11T07:44:21.614048,2025-04-11T07:44:21.620921,sensor_4,2,Normal,22.42,sensor
50.62,2025-04-11T07:44:24.640963,2025-04-11T07:44:24.646993,sensor_4,2,Normal,19.27,sensor
55.27,2025-04-11T07:44:27.662130,2025-04-11T07:44:27.668378,sensor_1,0,Normal,21.41,sensor
47.74,2025-04-11T07:44:31.694147,2025-04-11T07:44:31.700734,sensor_4,1,Normal,21.57,sensor
55.95,2025-04-11T07:44:33.712318,2025-04-11T07:44:34.121928,sensor_3,0,Warning,24.5,sensor
54.19,2025-04-11T07:44:34.717553,2025-04-11T07:44:34.724916,sensor_5,0,Normal,19.68,sensor
42.66,2025-04-11T07:44:35.730021,2025-04-11T07:44:35.735811,sensor_2,0,Warning,24.87,sensor
59.89,2025-04-11T07:44:37.744290,2025-04-11T07:44:37.750109,sensor_2,2,Normal,23.49,sensor
53.01,2025-04-11T07:44:38.751109,2025-04-11T07:44:38.752331,sensor_4,2,Normal,23.8,sensor
59.86,2025-04-11T07:44:41.768224,2025-04-11T07:44:41.769654,sensor_5,1,Warning,24.82,sensor
42.53,2025-04-11T07:44:42.772459,2025-04-11T07:44:42.778611,sensor_4,0,Normal,22.09,sensor
52.99,2025-04-11T07:44:43.781046,2025-04-11T07:44:43.782629,sensor_1,1,Low,18.14,sensor
54.52,2025-04-11T07:44:44.784522,2025-04-11T07:44:44.790720,sensor_3,2,Normal,19.74,sensor
44.0,2025-04-11T07:44:45.791577,2025-04-11T07:44:45.797604,sensor_2,2,Normal,21.42,sensor
52.98,2025-04-11T07:44:46.799091,2025-04-11T07:44:46.804415,sensor_4,0,Warning,24.03,sensor
44.59,2025-04-11T07:44:47.805144,2025-04-11T07:44:47.810876,sensor_1,0,Warning,24.59,sensor
43.87,2025-04-11T07:44:49.818205,2025-04-11T07:44:49.823657,sensor_3,2,Normal,23.24,sensor
48.77,2025-04-11T07:44:50.823718,2025-04-11T07:44:50.827349,sensor_2,1,Normal,21.92,sensor
52.25,2025-04-11T07:44:51.828734,2025-04-11T07:44:51.834920,sensor_5,1,Normal,22.66,sensor
56.34,2025-04-11T07:44:54.848837,2025-04-11T07:44:54.854250,sensor_2,0,Warning,24.97,sensor
57.4,2025-04-11T07:44:56.861719,2025-04-11T07:44:56.867548,sensor_4,2,Warning,24.75,sensor
46.92,2025-04-11T07:44:58.875745,2025-04-11T07:44:58.881161,sensor_4,1,Normal,19.14,sensor
52.81,2025-04-11T07:45:00.890275,2025-04-11T07:45:00.895979,sensor_3,2,Low,18.99,sensor
48.49,2025-04-11T07:45:01.895872,2025-04-11T07:45:01.902213,sensor_2,0,Normal,20.68,sensor
49.12,2025-04-11T07:45:04.916738,2025-04-11T07:45:04.924305,sensor_3,1,Low,18.26,sensor
40.35,2025-04-11T07:45:09.948186,2025-04-11T07:45:09.954175,sensor_3,2,Normal,22.0,sensor
46.91,2025-04-11T07:45:12.967020,2025-04-11T07:45:12.972320,sensor_5,2,Warning,24.99,sensor
40.61,2025-04-11T07:45:14.980915,2025-04-11T07:45:14.982590,sensor_4,0,Warning,24.59,sensor
51.9,2025-04-11T07:45:17.998573,2025-04-11T07:45:18.000046,sensor_2,2,Normal,19.5,sensor
46.64,2025-04-11T07:45:19.001719,2025-04-11T07:45:19.008006,sensor_1,0,Normal,23.86,sensor
51.26,2025-04-11T07:45:20.008827,2025-04-11T07:45:20.014486,sensor_5,0,Warning,24.63,sensor
48.67,2025-04-11T07:45:21.014743,2025-04-11T07:45:21.018067,sensor_2,2,Normal,19.98,sensor
43.27,2025-04-11T07:45:22.020394,2025-04-11T07:45:22.027260,sensor_2,1,Warning,24.78,sensor
58.31,2025-04-11T07:45:24.035108,2025-04-11T07:45:24.042382,sensor_5,2,Normal,23.97,sensor
41.54,2025-04-11T07:45:25.041655,2025-04-11T07:45:25.046916,sensor_5,0,Normal,19.46,sensor
43.28,2025-04-11T07:45:26.047800,2025-04-11T07:45:26.050527,sensor_3,2,Normal,23.39,sensor
51.61,2025-04-11T07:45:27.051527,2025-04-11T07:45:27.053163,sensor_1,1,Low,18.18,sensor
46.26,2025-04-11T07:45:28.056475,2025-04-11T07:45:28.062501,sensor_3,2,Normal,19.22,sensor
44.5,2025-04-11T07:45:29.062744,2025-04-11T07:45:29.470576,sensor_3,0,Normal,23.45,sensor
49.85,2025-04-11T07:45:32.083705,2025-04-11T07:45:32.495991,sensor_4,1,Low,18.16,sensor
45.69,2025-04-11T07:45:34.096953,2025-04-11T07:45:34.103544,sensor_5,0,Normal,21.62,sensor
52.62,2025-04-11T07:45:35.105479,2025-04-11T07:45:35.110231,sensor_4,0,Normal,20.24,sensor
40.23,2025-04-11T07:45:37.117070,2025-04-11T07:45:37.123369,sensor_2,2,Warning,24.92,sensor
59.09,2025-04-11T07:45:39.130808,2025-04-11T07:45:39.136462,sensor_1,1,Normal,21.26,sensor
42.94,2025-04-11T07:45:42.147108,2025-04-11T07:45:42.152092,sensor_3,0,Normal,21.85,sensor
56.62,2025-04-11T07:45:46.166936,2025-04-11T07:45:46.174284,sensor_3,0,Normal,22.44,sensor
41.95,2025-04-11T07:45:47.175130,2025-04-11T07:45:47.181214,sensor_4,1,Normal,22.03,sensor
40.43,2025-04-11T07:45:48.181761,2025-04-11T07:45:48.183007,sensor_5,1,Normal,20.6,sensor
45.64,2025-04-11T07:45:49.187270,2025-04-11T07:45:49.192898,sensor_2,2,Warning,24.19,sensor
56.5,2025-04-11T07:45:51.195755,2025-04-11T07:45:51.198515,sensor_5,1,Normal,21.62,sensor
41.49,2025-04-11T07:45:52.198980,2025-04-11T07:45:52.205463,sensor_2,2,Warning,24.86,sensor
52.12,2025-04-11T07:45:53.207975,2025-04-11T07:45:53.213095,sensor_3,2,Normal,21.41,sensor
